Generation,Score,Fitness,Best Score,Best Fitness
778,8,437.76,25,1416.0
779,7,397.24,23,1281.0
780,6,330.91,22,1257.0
781,7,416.94,24,1391.0
782,6,329.58,26,1424.0
783,6,360.7,28,1554.0
784,7,414.07,27,1521.0
785,6,380.22,22,1219.0
786,7,404.85,23,1267.0
787,5,304.84,22,1227.0
788,7,405.25,24,1341.0
789,7,397.96,23,1290.0
790,7,394.11,26,1447.0
791,6,378.79,25,1384.0
792,7,433.79,26,1554.0
793,6,349.94,22,1243.0
794,7,398.12,23,1335.0
795,6,380.59,22,1198.0
796,7,402.27,22,1255.0
797,6,337.52,26,1413.0
798,6,368.54,26,1418.0
799,6,349.38,24,1304.0
800,5,311.95,22,1223.0
801,7,383.04,24,1335.0
802,6,343.95,22,1255.0
803,5,282.52,24,1302.0
804,6,338.2,23,1276.0
805,6,375.23,24,1302.0
806,6,373.11,23,1334.0
807,7,416.77,24,1381.0
808,7,386.21,24,1420.0
809,6,370.86,21,1223.0
810,7,432.6,23,1289.0
811,5,313.58,22,1186.0
812,8,437.22,24,1337.0
813,8,441.83,22,1262.0
814,7,431.59,27,1517.0
815,7,412.65,24,1329.0
816,8,442.55,25,1424.0
817,7,415.96,24,1414.0
818,6,364.2,24,1340.0
819,6,376.64,23,1250.0
820,6,329.54,24,1354.0
821,6,377.66,24,1382.0
822,6,368.73,22,1269.0
823,7,438.31,25,1342.0
824,6,363.7,26,1446.0
825,7,384.61,24,1326.0
826,6,374.43,24,1339.0
827,7,418.93,23,1281.0
828,7,428.78,25,1411.0
829,7,417.26,23,1314.0
830,8,454.16,24,1328.0
831,6,363.92,23,1291.0
832,5,315.99,27,1534.0
833,6,371.53,20,1151.0
834,6,323.9,28,1552.0
835,7,395.61,22,1232.0
836,5,292.3,24,1357.0
837,6,367.16,24,1336.0
838,6,374.19,23,1283.0
839,6,364.49,22,1334.0
840,7,385.29,22,1178.0
841,6,368.53,21,1230.0
842,8,474.24,22,1280.0
843,6,353.66,25,1364.0
844,7,429.86,22,1276.0
845,7,418.47,23,1318.0
846,6,331.8,23,1316.0
847,7,385.9,25,1378.0
848,6,351.69,27,1468.0
849,6,357.15,28,1557.0
850,7,385.31,21,1206.0
851,7,402.52,27,1547.0
852,7,405.66,26,1449.0
853,6,375.0,25,1447.0
854,8,473.66,22,1259.0
855,6,363.97,22,1224.0
856,7,420.78,27,1539.0
857,7,407.59,22,1202.0
858,8,492.14,23,1276.0
859,8,453.6,24,1374.0
860,7,403.12,23,1310.0
861,7,429.96,22,1251.0
862,6,340.24,23,1298.0
863,6,346.65,23,1278.0
864,6,355.49,24,1339.0
865,7,398.17,23,1293.0
866,6,364.43,24,1338.0
867,5,306.94,27,1493.0
868,7,395.33,25,1405.0
869,7,403.04,28,1530.0
870,6,359.81,22,1245.0
871,6,350.81,20,1141.0
872,7,412.54,29,1668.0
873,6,378.64,25,1367.0
874,7,429.38,23,1240.0
875,7,435.18,23,1280.0
876,7,435.31,23,1320.0
877,6,354.83,23,1300.0
878,7,396.0,22,1242.0
879,6,364.12,24,1358.0
880,7,420.73,26,1480.0
881,7,401.22,25,1417.0
882,6,374.27,22,1248.0
883,6,354.93,21,1211.0
884,7,404.41,22,1224.0
885,7,386.69,23,1328.0
886,7,385.82,22,1246.0
887,8,462.79,23,1311.0
888,7,432.39,23,1302.0
889,8,455.4,24,1291.0
890,7,432.09,22,1227.0
891,7,436.56,23,1257.0
892,8,477.78,25,1395.0
893,8,480.97,27,1539.0
894,7,434.69,24,1355.0
895,7,428.49,24,1408.0
896,7,413.24,25,1395.0
897,8,451.57,23,1303.0
898,7,378.21,23,1278.0
899,8,465.06,23,1295.0
900,8,467.34,24,1333.0
901,7,437.52,26,1476.0
902,8,477.55,25,1421.0
903,7,436.37,22,1243.0
904,7,427.79,24,1300.0
905,8,445.34,23,1301.0
906,9,499.97,24,1384.0
907,8,448.13,23,1333.0
908,7,389.27,21,1220.0
909,8,452.62,23,1254.0
910,7,407.41,23,1334.0
911,8,440.55,22,1255.0
912,6,372.13,24,1356.0
913,6,326.13,23,1278.0
914,7,401.62,30,1642.0
915,8,441.59,23,1325.0
916,7,376.07,26,1443.0
917,6,349.36,23,1292.0
918,7,380.64,24,1385.0
919,7,393.54,26,1425.0
920,7,409.81,21,1181.0
921,8,462.26,24,1304.0
922,6,327.75,22,1234.0
923,7,428.56,23,1313.0
924,7,420.85,25,1342.0
925,7,411.97,32,1754.0
926,7,404.59,22,1247.0
927,7,427.25,23,1272.0
928,6,341.76,24,1360.0
929,8,442.84,23,1284.0
930,6,367.64,26,1457.0
931,7,376.09,25,1398.0
932,7,386.27,24,1313.0
933,7,379.46,23,1282.0
934,7,380.89,24,1402.0
935,8,434.59,23,1320.0
936,8,437.63,26,1508.0
937,8,445.26,23,1331.0
938,8,442.18,24,1360.0
939,7,402.03,30,1673.0
940,7,433.76,24,1364.0
941,6,369.92,21,1176.0
942,8,473.4,24,1383.0
943,9,500.79,25,1406.0
944,8,463.34,24,1390.0
945,7,414.67,26,1469.0
946,9,513.43,24,1343.0
947,7,411.05,21,1205.0
948,7,411.36,22,1256.0
949,7,419.26,24,1372.0
950,9,504.53,24,1373.0
951,9,488.04,24,1317.0
952,9,512.91,29,1583.0
953,6,374.31,23,1267.0
954,7,415.47,24,1348.0
955,7,418.24,23,1316.0
956,9,495.87,25,1343.0
957,7,410.81,22,1286.0
958,8,444.08,25,1376.0
