Generation,Score,Fitness,Best Score,Best Fitness
0,1,6.724,3,103.0
1,1,6.986,3,103.0
2,1,8.232,3,105.0
3,1,8.794,3,105.0
4,1,9.658,3,103.0
5,1,11.94,3,103.0
6,1,10.536,3,108.0
7,1,12.022,3,112.0
8,1,10.282,2,59.0
9,1,11.056,3,109.0
10,1,11.42,3,121.0
11,1,12.978,3,104.0
12,1,13.762,3,106.0
13,1,13.764,4,161.0
14,1,13.764,3,109.0
15,1,12.72,3,107.0
16,1,13.35,3,108.0
17,1,14.398,4,156.0
18,1,14.094,3,111.0
19,1,15.362,3,106.0
20,1,14.646,3,107.0
21,1,14.28,5,211.0
22,1,14.116,3,105.0
23,1,15.892,3,106.0
24,1,16.468,3,111.0
25,1,16.16,3,110.0
26,1,15.816,4,160.0
27,1,16.914,3,106.0
28,1,16.578,4,159.0
29,1,17.482,3,110.0
30,1,17.64,4,157.0
31,1,19.764,3,106.0
32,1,17.448,3,112.0
33,1,19.204,4,156.0
34,1,19.412,4,160.0
35,1,17.228,4,156.0
36,1,21.306,4,159.0
37,1,22.582,4,160.0
38,1,21.188,4,160.0
39,1,20.56,3,106.0
40,1,21.144,4,161.0
41,1,22.264,4,158.0
42,1,20.406,3,113.0
43,1,20.528,3,106.0
44,1,24.606,5,210.0
45,1,22.82,4,156.0
46,1,24.048,4,156.0
47,1,24.61,3,114.0
48,1,23.838,4,163.0
49,1,24.97,4,161.0
50,1,25.676,3,110.0
51,1,25.644,3,111.0
52,1,25.756,4,157.0
53,1,28.616,3,110.0
54,1,29.714,4,173.0
55,1,32.798,4,160.0
56,1,32.09,5,210.0
57,1,30.0,4,160.0
58,1,31.114,4,162.0
59,1,31.544,3,112.0
60,1,33.44,4,160.0
61,1,32.918,4,160.0
62,1,34.404,4,162.0
63,1,37.212,6,264.0
64,1,34.652,4,160.0
65,1,35.844,4,164.0
66,1,35.802,6,264.0
67,1,35.29,4,164.0
68,1,37.306,5,210.0
69,1,38.608,5,210.0
70,1,40.832,5,213.0
71,1,40.778,5,210.0
72,1,40.276,5,214.0
73,1,40.6,5,216.0
74,1,42.166,5,211.0
75,1,40.678,5,213.0
76,1,39.902,5,210.0
77,1,41.412,5,212.0
78,1,43.352,6,264.0
79,1,41.792,5,210.0
80,1,41.314,5,214.0
81,1,40.09,5,210.0
82,1,42.796,5,214.0
83,1,41.736,5,216.0
84,1,43.712,5,212.0
85,1,43.178,5,212.0
86,1,42.416,5,215.0
87,1,45.142,5,214.0
88,1,44.684,5,213.0
89,1,45.896,5,211.0
90,1,44.854,5,215.0
91,1,44.28,5,216.0
92,1,46.086,6,265.0
93,1,44.836,5,209.0
94,1,47.268,5,216.0
95,1,46.598,5,215.0
96,1,46.232,6,258.0
97,1,45.718,5,218.0
98,1,44.732,5,215.0
99,1,43.126,5,212.0
100,1,42.186,5,214.0
101,1,48.28,5,220.0
102,1,44.138,5,220.0
103,1,44.862,6,264.0
104,1,45.48,5,216.0
105,1,45.564,6,264.0
106,1,43.784,5,210.0
107,1,45.068,4,166.0
108,1,46.814,5,210.0
109,1,47.578,5,220.0
110,1,45.674,5,216.0
111,1,45.228,6,260.0
112,1,45.156,5,214.0
113,1,46.044,5,216.0
114,1,43.67,4,174.0
115,1,46.002,5,216.0
116,1,47.186,6,266.0
117,1,45.406,4,166.0
118,1,50.35,6,264.0
119,1,47.476,5,215.0
120,1,44.044,4,170.0
121,1,46.108,6,266.0
122,1,44.688,5,216.0
123,1,44.282,4,168.0
124,1,47.796,5,206.0
125,1,45.902,5,220.0
126,1,43.558,5,217.0
127,1,45.246,6,263.0
128,1,48.514,6,260.0
129,1,42.352,5,214.0
130,1,46.554,5,218.0
131,1,47.058,5,214.0
132,1,46.406,6,264.0
133,1,45.12,5,220.0
134,1,47.876,5,216.0
135,1,46.162,4,168.0
136,1,47.918,5,217.0
137,1,47.708,5,217.0
138,1,47.408,5,215.0
139,1,44.72,6,263.0
140,1,47.164,5,219.0
141,1,50.412,5,215.0
142,1,47.466,5,215.0
143,1,46.744,5,214.0
144,1,45.448,6,262.0
145,1,45.306,5,216.0
146,1,43.414,5,214.0
147,1,48.178,5,216.0
148,1,48.294,7,308.0
149,1,49.728,5,216.0
150,1,45.786,5,217.0
151,1,48.94,6,267.0
152,1,46.366,4,231.0
153,1,48.076,5,215.0
154,1,48.018,5,216.0
155,1,47.758,5,212.0
156,1,46.276,5,214.0
157,1,43.364,5,216.0
158,1,47.162,6,260.0
159,1,48.082,6,268.0
160,1,46.434,5,216.0
161,1,45.164,5,214.0
162,1,51.556,5,217.0
163,1,45.08,5,217.0
164,1,46.624,6,261.0
165,1,48.098,5,218.0
166,1,46.582,6,266.0
167,1,45.478,5,216.0
168,1,47.418,5,220.0
169,1,49.966,6,264.0
170,1,48.106,5,220.0
171,1,42.998,5,212.0
172,1,48.882,5,216.0
173,1,46.224,5,214.0
174,1,48.942,5,212.0
175,1,47.304,5,212.0
176,1,46.498,5,216.0
177,1,46.036,4,237.0
178,1,49.226,5,216.0
179,1,46.198,5,214.0
180,1,46.972,5,216.0
181,1,48.146,5,218.0
182,1,47.516,5,221.0
183,1,45.81,5,220.0
184,1,48.422,6,258.0
185,1,47.846,6,264.0
186,1,46.48,7,313.0
187,1,48.186,5,211.0
188,1,46.29,5,214.0
189,1,48.41,5,216.0
190,1,46.972,6,263.0
191,1,48.514,5,229.0
192,1,47.188,6,265.0
193,1,49.256,5,212.0
194,1,43.842,5,216.0
195,1,48.314,5,214.0
196,1,46.89,5,211.0
197,1,48.66,7,313.0
198,1,49.366,6,270.0
199,1,47.936,5,214.0
200,1,50.054,5,218.0
201,1,47.27,5,212.0
202,1,47.326,5,216.0
203,1,47.976,5,214.0
204,1,48.63,5,218.0
205,1,48.118,5,216.0
206,1,45.032,5,215.0
207,1,50.416,5,218.0
