Generation,Score,Fitness,Best Score,Best Fitness
0,1,11.012,3,103.0
1,1,11.928,3,105.0
2,1,10.69,2,62.0
3,1,12.53,3,107.0
4,1,10.132,3,103.0
5,1,11.11,3,103.0
6,1,10.956,3,105.0
7,1,11.182,3,103.0
8,1,10.784,2,58.0
9,1,11.866,3,104.0
10,1,13.132,3,106.0
11,1,12.482,3,106.0
12,1,11.492,3,105.0
13,1,12.076,3,104.0
14,1,10.864,3,104.0
15,1,11.062,3,106.0
16,1,12.1,3,106.0
17,1,11.98,2,62.0
18,1,11.438,3,106.0
19,1,12.048,3,104.0
20,1,11.346,3,107.0
21,1,11.504,3,107.0
22,1,11.898,3,103.0
23,1,11.742,3,106.0
24,1,11.312,2,57.0
25,1,10.634,2,59.0
26,1,11.392,3,104.0
27,1,12.538,3,106.0
28,1,12.872,2,61.0
29,1,13.046,3,105.0
30,1,11.134,3,103.0
31,1,11.826,3,104.0
32,1,12.564,2,59.0
33,1,12.802,2,60.0
34,1,11.302,3,105.0
35,1,13.376,3,106.0
36,1,13.066,3,103.0
37,1,12.06,3,103.0
38,1,13.854,3,103.0
39,1,13.582,3,106.0
40,1,13.37,3,105.0
41,1,11.954,3,103.0
42,1,13.516,3,104.0
43,1,13.046,3,105.0
44,1,10.13,2,55.0
45,1,13.37,3,113.0
46,1,13.494,3,114.0
47,1,13.884,3,104.0
48,1,13.152,3,105.0
49,1,12.354,2,96.0
50,1,13.988,3,105.0
51,1,13.306,3,102.0
52,1,12.848,3,105.0
53,1,13.582,3,105.0
54,1,12.972,2,59.0
55,1,13.96,3,109.0
56,1,13.772,3,103.0
57,1,14.298,3,105.0
58,1,15.24,3,106.0
59,1,14.016,3,106.0
60,1,15.362,2,58.0
61,1,14.604,4,158.0
62,1,14.846,3,102.0
63,1,15.516,3,105.0
64,1,16.136,3,110.0
65,1,14.852,3,106.0
66,1,15.12,3,105.0
67,1,14.196,3,106.0
68,1,15.122,3,104.0
69,1,15.958,3,107.0
70,1,15.526,3,106.0
71,1,13.904,3,105.0
72,1,14.124,2,58.0
73,1,14.778,3,104.0
74,1,15.274,3,104.0
75,1,16.156,3,103.0
76,1,16.048,3,105.0
77,1,14.684,2,58.0
78,1,16.54,3,105.0
79,1,15.59,3,109.0
80,1,14.26,2,60.0
81,1,16.732,3,107.0
82,1,15.67,3,108.0
83,1,15.54,3,104.0
84,1,16.408,3,106.0
85,1,17.428,3,106.0
86,1,16.57,3,106.0
87,1,16.794,3,106.0
88,1,16.146,2,61.0
89,1,16.722,3,106.0
90,1,16.174,3,105.0
91,1,16.974,3,105.0
92,1,16.888,4,154.0
93,1,17.304,3,104.0
94,1,17.978,3,107.0
95,1,17.07,3,106.0
96,1,18.184,3,109.0
97,1,17.41,3,108.0
98,1,16.95,4,157.0
99,1,17.556,3,105.0
100,1,17.132,3,106.0
101,1,15.838,3,107.0
102,1,17.098,3,103.0
103,1,17.474,3,104.0
104,1,15.506,3,104.0
105,1,17.13,3,107.0
106,1,17.334,3,107.0
107,1,17.672,3,105.0
108,1,16.932,3,105.0
109,1,18.272,3,105.0
110,1,18.114,3,102.0
111,1,18.206,3,108.0
112,1,18.582,4,154.0
113,1,18.36,3,106.0
114,1,18.628,3,104.0
115,1,17.658,3,107.0
116,1,17.798,2,57.0
117,1,19.464,3,106.0
118,1,18.388,3,106.0
119,1,18.88,3,105.0
120,1,19.01,3,104.0
121,1,19.226,3,104.0
122,1,19.528,3,106.0
123,1,20.252,3,106.0
124,1,19.294,3,105.0
125,1,19.124,3,102.0
126,1,17.8,3,105.0
127,1,18.804,3,105.0
128,1,19.462,3,105.0
129,1,20.076,3,108.0
130,1,18.388,3,105.0
131,1,19.35,3,103.0
132,1,19.28,3,102.0
133,1,18.94,3,103.0
134,1,19.06,2,58.0
135,1,18.952,3,115.0
136,1,19.012,3,104.0
137,1,19.234,3,104.0
138,1,19.462,3,106.0
139,1,19.904,3,105.0
140,1,20.42,3,103.0
141,1,18.258,3,103.0
142,1,19.268,3,106.0
143,1,19.028,3,106.0
144,1,18.846,2,56.0
145,1,20.174,4,154.0
146,1,19.878,3,106.0
147,1,20.828,3,105.0
148,1,20.096,3,104.0
149,1,19.284,3,105.0
150,1,18.584,3,103.0
151,1,18.426,2,55.0
152,1,19.408,3,106.0
153,1,20.618,3,107.0
154,1,21.452,3,104.0
155,1,18.736,3,102.0
156,1,19.968,3,105.0
157,1,20.784,3,105.0
158,1,20.652,3,105.0
159,1,19.86,3,105.0
160,1,19.872,3,105.0
161,1,19.572,4,153.0
162,1,19.316,3,105.0
163,1,19.608,3,104.0
164,1,20.014,2,62.0
165,1,19.64,3,103.0
166,1,19.972,3,105.0
167,1,19.532,3,105.0
168,1,19.834,3,105.0
169,1,19.472,3,104.0
170,1,19.438,2,58.0
171,1,20.268,3,104.0
172,1,19.83,3,105.0
173,1,19.768,3,104.0
174,1,20.214,4,156.0
175,1,20.62,3,105.0
176,1,19.384,3,106.0
177,1,20.066,3,104.0
178,1,19.572,3,106.0
179,1,18.93,3,105.0
180,1,19.998,3,105.0
181,1,20.13,3,104.0
182,1,20.542,3,104.0
183,1,20.086,3,104.0
184,1,20.464,3,107.0
185,1,20.594,3,106.0
186,1,21.158,3,106.0
187,1,20.02,4,156.0
188,1,20.15,3,104.0
189,1,20.76,4,155.0
190,1,19.474,3,106.0
191,1,18.98,3,105.0
192,1,18.882,3,103.0
193,1,20.366,3,106.0
194,1,20.704,3,106.0
195,1,19.624,3,104.0
196,1,22.026,3,107.0
197,1,20.65,3,104.0
198,1,21.32,3,105.0
199,1,21.268,3,105.0
200,1,20.682,3,105.0
201,1,23.13,4,155.0
202,1,21.028,4,154.0
203,1,22.71,4,155.0
204,1,20.74,3,104.0
